DR,Date,Month,Year,Block,Type,Week_Num,Number,Street,Address,Lat,Lon,Type_Num
1100034,2011-01-01,1,2011,CAPSTONE / RIVERSTONE                                                           ,Vehicle,1,0,CAPSTONE / RIVERSTONE,"0 CAPSTONE / RIVERSTONE, Irvine, CA",33.700425200000005,-117.796927,0
1100051,2011-01-02,1,2011,14800 Blk GAINFORD CIR                                                                    ,Vehicle,1,14800,GAINFORD CIR,"14800 GAINFORD CIR, Irvine, CA",33.6949859,-117.783549,0
1100108,2011-01-04,1,2011,100 Blk SAINT VINCENT                                                                   ,Vehicle,1,100,SAINT VINCENT,"100 SAINT VINCENT, Irvine, CA",33.666169000000004,-117.78983600000001,0
1100198,2011-01-05,1,2011,0 Blk REMINGTON                                                                       ,Garage,1,0,REMINGTON,"0 REMINGTON, Irvine, CA",33.700298100000005,-117.76938759999999,2
1100212,2011-01-05,1,2011,2800 Blk ALTON PKWY                                                                      ,Vehicle,1,2800,ALTON PKWY,"2800 ALTON PKWY, Irvine, CA",33.687964,-117.8314715,0
1100252,2011-01-06,1,2011,0 Blk REMINGTON                                                                       ,Garage,1,0,REMINGTON,"0 REMINGTON, Irvine, CA",33.700298100000005,-117.76938759999999,2
1100313,2011-01-07,1,2011,6700 Blk QUAIL HILL PKWY                                                                 ,Vehicle,1,6700,QUAIL HILL PKWY,"6700 QUAIL HILL PKWY, Irvine, CA",33.6512705,-117.77434280000001,0
1100297,2011-01-07,1,2011,0 Blk ENSUENO E                                                                       ,Vehicle,1,0,ENSUENO E,"0 ENSUENO E, Irvine, CA",33.718000599999996,-117.76149270000002,0
1100325,2011-01-07,1,2011,100 Blk ROCKVIEW,Package,1,100,ROCKVIEW,"100 ROCKVIEW, Irvine, CA",33.6526619,-117.82010420000002,1
1100372,2011-01-08,1,2011,100 Blk CORNELL                                                                         ,Vehicle,1,100,CORNELL,"100 CORNELL, Irvine, CA",33.649393100000005,-117.8353978,0
1100385,2011-01-08,1,2011,0 Blk DUET                                                                            ,Garage,1,0,DUET,"0 DUET, Irvine, CA",33.6517534,-117.77388020000001,2
1100419,2011-01-09,1,2011,0 Blk BADGER PASS                                                                     ,Vehicle,1,0,BADGER PASS,"0 BADGER PASS, Irvine, CA",33.6945528,-117.78798059999998,0
1100458,2011-01-10,1,2011,6200 Blk IRVINE BLVD                                                                     ,Vehicle,2,6200,IRVINE BLVD,"6200 IRVINE BLVD, Irvine, CA",33.699701399999995,-117.74191880000001,0
1100521,2011-01-11,1,2011,0 Blk VASSAR AISLE                                                                    ,Vehicle,2,0,VASSAR AISLE,"0 VASSAR AISLE, Irvine, CA",33.653744200000006,-117.838187,0
1100773,2011-01-16,1,2011,0 Blk BUTTERFIELD                                                                     ,Vehicle,2,0,BUTTERFIELD,"0 BUTTERFIELD, Irvine, CA",33.6973869,-117.79200490000001,0
1100788,2011-01-17,1,2011,0 Blk HICKORY                                                                         ,Vehicle,3,0,HICKORY,"0 HICKORY, Irvine, CA",33.6678252,-117.79823449999999,0
1100835,2011-01-18,1,2011,0 Blk HICKORY                                                                         ,Vehicle,3,0,HICKORY,"0 HICKORY, Irvine, CA",33.6678252,-117.79823449999999,0
1100832,2011-01-18,1,2011,0 Blk WILDWHEAT                                                                       ,Vehicle,3,0,WILDWHEAT,"0 WILDWHEAT, Irvine, CA",33.6693034,-117.8171115,0
1100830,2011-01-18,1,2011,4500 Blk PORTOLA PKWY                                                                    ,Vehicle,3,4500,PORTOLA PKWY,"4500 PORTOLA PKWY, Irvine, CA",33.7321295,-117.7600203,0
1100918,2011-01-19,1,2011,0 Blk CORDERO                                                                         ,Vehicle,3,0,CORDERO,"0 CORDERO, Irvine, CA",33.6780725,-117.82720139999999,0
1100988,2011-01-20,1,2011,100 Blk SAINT VINCENT                                                                   ,Vehicle,3,100,SAINT VINCENT,"100 SAINT VINCENT, Irvine, CA",33.666169000000004,-117.78983600000001,0
1100981,2011-01-20,1,2011,100 Blk SPRING VALLEY                                                                   ,Vehicle,3,100,SPRING VALLEY,"100 SPRING VALLEY, Irvine, CA",33.7351348,-117.76749299999999,0
1100954,2011-01-20,1,2011,0 Blk MERYTON                                                                         ,Vehicle,3,0,MERYTON,"0 MERYTON, Irvine, CA",33.645038799999995,-117.8026165,0
1100971,2011-01-20,1,2011,0 Blk CORPORATE PARK W                                                                ,Vehicle,3,0,CORPORATE PARK W,"0 CORPORATE PARK W, Irvine, CA",33.6901005,-117.8264683,0
1100989,2011-01-20,1,2011,0 Blk OLIVEHURST                                                                      ,Vehicle,3,0,OLIVEHURST,"0 OLIVEHURST, Irvine, CA",33.7358833,-117.7673186,0
1100947,2011-01-20,1,2011,0 Blk BRIGADIER                                                                       ,Vehicle,3,0,BRIGADIER,"0 BRIGADIER, Irvine, CA",33.6457474,-117.80440279999999,0
1100951,2011-01-20,1,2011,0 Blk MEADOW VALLEY                                                                   ,Vehicle,3,0,MEADOW VALLEY,"0 MEADOW VALLEY, Irvine, CA",33.7342658,-117.7661709,0
1101046,2011-01-21,1,2011,1000 Blk OAKGLEN                                                                         ,Garage,3,1000,OAKGLEN,"1000 OAKGLEN, Irvine, CA",33.6636543,-117.7762872,2
1101092,2011-01-22,1,2011,5000 Blk ALTON PKWY                                                                      ,Vehicle,3,5000,ALTON PKWY,"5000 ALTON PKWY, Irvine, CA",33.6720883,-117.79709779999999,0
1101073,2011-01-22,1,2011,400 Blk E YALE LOOP                                                                     ,Vehicle,3,400,E YALE LOOP,"400 E YALE LOOP, Irvine, CA",33.66861280000001,-117.7940687,0
1101065,2011-01-22,1,2011,0 Blk BLOOMDALE                                                                       ,Vehicle,3,0,BLOOMDALE,"0 BLOOMDALE, Irvine, CA",33.6716159,-117.7979933,0
1101102,2011-01-22,1,2011,2900 Blk WHISPERING TRL                                                                  ,Vehicle,3,2900,WHISPERING TRL,"2900 WHISPERING TRL, Irvine, CA",33.7392523,-117.7645673,0
1101360,2011-01-22,1,2011,700 Blk SAINT VINCENT                                                                   ,Garage,3,700,SAINT VINCENT,"700 SAINT VINCENT, Irvine, CA",33.6663567,-117.7896784,2
1101088,2011-01-22,1,2011,700 Blk SAINT VINCENT                                                                   ,Garage,3,700,SAINT VINCENT,"700 SAINT VINCENT, Irvine, CA",33.6663567,-117.7896784,2
1101131,2011-01-23,1,2011,0 Blk CAMELLIA                                                                        ,Vehicle,3,0,CAMELLIA,"0 CAMELLIA, Irvine, CA",33.7244316,-117.75035349999999,0
1101130,2011-01-23,1,2011,0 Blk CAMELLIA                                                                        ,Vehicle,3,0,CAMELLIA,"0 CAMELLIA, Irvine, CA",33.7244316,-117.75035349999999,0
1101133,2011-01-23,1,2011,0 Blk CAMELLIA                                                                        ,Vehicle,3,0,CAMELLIA,"0 CAMELLIA, Irvine, CA",33.7244316,-117.75035349999999,0
1101175,2011-01-24,1,2011,CROSSLAND / SAND CANYON                                                         ,Vehicle,4,0,CROSSLAND / SAND CANYON,"0 CROSSLAND / SAND CANYON, Irvine, CA",33.694660600000006,-117.74134860000001,0
1101200,2011-01-24,1,2011,0 Blk GOLDENROD                                                                       ,Vehicle,4,0,GOLDENROD,"0 GOLDENROD, Irvine, CA",33.6711945,-117.79979850000001,0
1101166,2011-01-24,1,2011,0 Blk FORTUNE                                                                         ,Vehicle,4,0,FORTUNE,"0 FORTUNE, Irvine, CA",33.6267235,-117.7088687,0
1101238,2011-01-25,1,2011,17400 Blk ROSA DREW LN                                                                    ,Vehicle,4,17400,ROSA DREW LN,"17400 ROSA DREW LN, Irvine, CA",33.661033,-117.80486090000002,0
1101261,2011-01-25,1,2011,0 Blk GARDENIA                                                                        ,Vehicle,4,0,GARDENIA,"0 GARDENIA, Irvine, CA",33.7238781,-117.75088980000001,0
1101302,2011-01-26,1,2011,0 Blk BRIARWOOD                                                                       ,Vehicle,4,0,BRIARWOOD,"0 BRIARWOOD, Irvine, CA",33.6786501,-117.7848003,0
1101273,2011-01-26,1,2011,0 Blk MOONRAY                                                                         ,Vehicle,4,0,MOONRAY,"0 MOONRAY, Irvine, CA",33.6364461,-117.80085030000001,0
1101297,2011-01-26,1,2011,18600 Blk PASEO CORTEZ                                                                    ,Vehicle,4,18600,PASEO CORTEZ,"18600 PASEO CORTEZ, Irvine, CA",33.6491571,-117.82207379999998,0
1101339,2011-01-27,1,2011,0 Blk LA CANADA                                                                       ,Vehicle,4,0,LA CANADA,"0 LA CANADA, Irvine, CA",33.7304655,-117.7635696,0
1101348,2011-01-27,1,2011,0 Blk BEECHWOOD                                                                       ,Vehicle,4,0,BEECHWOOD,"0 BEECHWOOD, Irvine, CA",33.6780406,-117.79387709999999,0
1101308,2011-01-27,1,2011,4500 Blk ROXBURY DR                                                                      ,Vehicle,4,4500,ROXBURY DR,"4500 ROXBURY DR, Irvine, CA",33.6948593,-117.78620910000001,0
1101310,2011-01-27,1,2011,4500 Blk ROBINWOOD CIR                                                                   ,Vehicle,4,4500,ROBINWOOD CIR,"4500 ROBINWOOD CIR, Irvine, CA",33.6991737,-117.7817548,0
1101306,2011-01-27,1,2011,14800 Blk GAINFORD CIR                                                                    ,Vehicle,4,14800,GAINFORD CIR,"14800 GAINFORD CIR, Irvine, CA",33.6949859,-117.783549,0
1101330,2011-01-27,1,2011,0 Blk FIRWOOD                                                                         ,Vehicle,4,0,FIRWOOD,"0 FIRWOOD, Irvine, CA",33.6777734,-117.7913481,0
1101386,2011-01-28,1,2011,6300 Blk IRVINE BLVD                                                                     ,Vehicle,4,6300,IRVINE BLVD,"6300 IRVINE BLVD, Irvine, CA",33.696611499999996,-117.742776,0
1101423,2011-01-29,1,2011,0 Blk PACIFIC GROVE                                                                   ,Vehicle,4,0,PACIFIC GROVE,"0 PACIFIC GROVE, Irvine, CA",33.728609399999996,-117.76700829999999,0
1101421,2011-01-29,1,2011,0 Blk WALNUT CREEK                                                                    ,Vehicle,4,0,WALNUT CREEK,"0 WALNUT CREEK, Irvine, CA",33.729182,-117.76646129999999,0
1101417,2011-01-29,1,2011,0 Blk CALISTOGA                                                                       ,Vehicle,4,0,CALISTOGA,"0 CALISTOGA, Irvine, CA",33.7291089,-117.7650187,0
1101504,2011-01-31,1,2011,6300 Blk SIERRA ELENA RD                                                                 ,Vehicle,5,6300,SIERRA ELENA RD,"6300 SIERRA ELENA RD, Irvine, CA",33.6305617,-117.8088476,0
1101525,2011-01-31,1,2011,3800 Blk VIEWPARK AVE                                                                    ,Vehicle,5,3800,VIEWPARK AVE,"3800 VIEWPARK AVE, Irvine, CA",33.727206200000005,-117.7722551,0
1101509,2011-01-31,1,2011,0 Blk WALNUT CRK                                                                      ,Vehicle,5,0,WALNUT CRK,"0 WALNUT CRK, Irvine, CA",33.729182,-117.76646129999999,0
1101592,2011-02-01,2,2011,0 Blk ALDERWOOD                                                                       ,Vehicle,5,0,ALDERWOOD,"0 ALDERWOOD, Irvine, CA",33.6808893,-117.7841144,0
1101657,2011-02-02,2,2011,300 Blk QUAIL RDG                                                                       ,Garage,5,300,QUAIL RDG,"300 QUAIL RDG, Irvine, CA",33.65229850000001,-117.77371370000002,2
1101705,2011-02-04,2,2011,0 Blk PURPLE SAGE                                                                     ,Vehicle,5,0,PURPLE SAGE,"0 PURPLE SAGE, Irvine, CA",33.6386278,-117.80373259999999,0
1101716,2011-02-04,2,2011,19500 Blk JAMBOREE RD                                                                     ,Vehicle,5,19500,JAMBOREE RD,"19500 JAMBOREE RD, Irvine, CA",33.659656299999995,-117.8598062,0
1101708,2011-02-04,2,2011,0 Blk HOLLAND                                                                         ,Vehicle,5,0,HOLLAND,"0 HOLLAND, Irvine, CA",33.645499900000004,-117.7193041,0
1101775,2011-02-05,2,2011,0 Blk PALATINE                                                                        ,Vehicle,5,0,PALATINE,"0 PALATINE, Irvine, CA",33.6693452,-117.8483119,0
1101811,2011-02-06,2,2011,14800 Blk PINEHAVEN RD                                                                    ,Garage,5,14800,PINEHAVEN RD,"14800 PINEHAVEN RD, Irvine, CA",33.6939126,-117.7808425,2
1101861,2011-02-07,2,2011,3900 Blk PARKVIEW LN                                                                     ,Vehicle,6,3900,PARKVIEW LN,"3900 PARKVIEW LN, Irvine, CA",33.667206,-117.8270902,0
1101931,2011-02-09,2,2011,1300 Blk REYNOLDS AVE                                                                    ,Vehicle,6,1300,REYNOLDS AVE,"1300 REYNOLDS AVE, Irvine, CA",33.6968099,-117.8556246,0
1102024,2011-02-10,2,2011,900 Blk SOMERVILLE,Package,6,900,SOMERVILLE,"900 SOMERVILLE, Irvine, CA",33.728637299999995,-117.7608027,1
1102123,2011-02-12,2,2011,2000 Blk KNOLLCREST                                                                      ,Vehicle,6,2000,KNOLLCREST,"2000 KNOLLCREST, Irvine, CA",33.6479231,-117.776822,0
1102135,2011-02-13,2,2011,0 Blk CAMPANERO E                                                                     ,Vehicle,6,0,CAMPANERO E,"0 CAMPANERO E, Irvine, CA",33.7201315,-117.75754170000002,0
1102197,2011-02-14,2,2011,2100 Blk ANACAPA                                                                         ,Garage,7,2100,ANACAPA,"2100 ANACAPA, Irvine, CA",33.725939000000004,-117.78205919999999,2
1102242,2011-02-15,2,2011,5000 Blk ALTON PKWY                                                                      ,Vehicle,7,5000,ALTON PKWY,"5000 ALTON PKWY, Irvine, CA",33.6720883,-117.79709779999999,0
1102276,2011-02-16,2,2011,0 Blk EASTSHORE                                                                       ,Vehicle,7,0,EASTSHORE,"0 EASTSHORE, Irvine, CA",33.6788977,-117.79213119999999,0
1102317,2011-02-17,2,2011,19400 Blk SIERRA NUEVO RD                                                                 ,Vehicle,7,19400,SIERRA NUEVO RD,"19400 SIERRA NUEVO RD, Irvine, CA",33.632968700000006,-117.81781380000001,0
1102348,2011-02-17,2,2011,19400 Blk SIERRA MIA RD                                                                   ,Vehicle,7,19400,SIERRA MIA RD,"19400 SIERRA MIA RD, Irvine, CA",33.633979100000005,-117.81926259999999,0
1102326,2011-02-17,2,2011,4900 Blk PASEO DE VEGA                                                                   ,Vehicle,7,4900,PASEO DE VEGA,"4900 PASEO DE VEGA, Irvine, CA",33.6500752,-117.82205549999999,0
1102402,2011-02-18,2,2011,3900 Blk OLIVE ST                                                                        ,Garage,7,3900,OLIVE ST,"3900 OLIVE ST, Irvine, CA",33.7054714,-117.7896219,2
1102428,2011-02-19,2,2011,200 Blk LOCKFORD                                                                        ,Vehicle,7,200,LOCKFORD,"200 LOCKFORD, Irvine, CA",33.7366348,-117.7668185,0
1102419,2011-02-19,2,2011,0 Blk OAKDALE                                                                         ,Vehicle,7,0,OAKDALE,"0 OAKDALE, Irvine, CA",33.688855600000004,-117.7948095,0
1102548,2011-02-22,2,2011,0 Blk LAKEPINES                                                                       ,Vehicle,8,0,LAKEPINES,"0 LAKEPINES, Irvine, CA",33.7149521,-117.7584251,0
1102597,2011-02-23,2,2011,100 Blk STONECLIFFE AISLE                                                               ,Garage,8,100,STONECLIFFE AISLE,"100 STONECLIFFE AISLE, Irvine, CA",33.643674100000005,-117.8048903,2
1102716,2011-02-25,2,2011,3900 Blk IRVINE BLVD                                                                     ,Vehicle,8,3900,IRVINE BLVD,"3900 IRVINE BLVD, Irvine, CA",33.7220946,-117.7721413,0
1102845,2011-02-28,2,2011,100 Blk ESTANCIA                                                                        ,Vehicle,9,100,ESTANCIA,"100 ESTANCIA, Irvine, CA",33.7258042,-117.7751213,0
1102870,2011-02-28,2,2011,4900 Blk CORKWOOD LN                                                                     ,Vehicle,9,4900,CORKWOOD LN,"4900 CORKWOOD LN, Irvine, CA",33.6599645,-117.81106509999998,0
1102949,2011-03-02,3,2011,0 Blk ANZIO                                                                           ,Vehicle,9,0,ANZIO,"0 ANZIO, Irvine, CA",33.6791316,-117.81600949999999,0
1103099,2011-03-04,3,2011,0 Blk SEASONS                                                                         ,Garage,9,0,SEASONS,"0 SEASONS, Irvine, CA",33.650853399999995,-117.7800216,2
1103048,2011-03-04,3,2011,0 Blk W YALE LOOP                                                                     ,Garage,9,0,W YALE LOOP,"0 W YALE LOOP, Irvine, CA",33.6819476,-117.80638090000001,2
1103042,2011-03-04,3,2011,18500 Blk MAC ARTHUR BLVD                                                                 ,Vehicle,9,18500,MAC ARTHUR BLVD,"18500 MAC ARTHUR BLVD, Irvine, CA",33.67928870000001,-117.8593102,0
1103129,2011-03-05,3,2011,2300 Blk WHISPERING TRL                                                                  ,Vehicle,9,2300,WHISPERING TRL,"2300 WHISPERING TRL, Irvine, CA",33.74006729999999,-117.764366,0
1103132,2011-03-05,3,2011,500 Blk CARDIFF                                                                         ,Vehicle,9,500,CARDIFF,"500 CARDIFF, Irvine, CA",33.6872975,-117.8075069,0
1103130,2011-03-05,3,2011,0 Blk FLAXWOOD                                                                        ,Garage,9,0,FLAXWOOD,"0 FLAXWOOD, Irvine, CA",33.6709672,-117.794431,2
1103144,2011-03-05,3,2011,0 Blk BRIARGLEN                                                                       ,Vehicle,9,0,BRIARGLEN,"0 BRIARGLEN, Irvine, CA",33.6707369,-117.7952488,0
1103158,2011-03-05,3,2011,0 Blk GHIBERTI                                                                        ,Vehicle,9,0,GHIBERTI,"0 GHIBERTI, Irvine, CA",33.6939953,-117.8029987,0
1103261,2011-03-07,3,2011,16400 Blk ROYAL OAK                                                                       ,Vehicle,10,16400,ROYAL OAK,"16400 ROYAL OAK, Irvine, CA",33.66560070000001,-117.78683290000001,0
1103234,2011-03-07,3,2011,0 Blk FLAGSTONE                                                                       ,Vehicle,10,0,FLAGSTONE,"0 FLAGSTONE, Irvine, CA",33.6981732,-117.7964692,0
1103258,2011-03-07,3,2011,0 Blk PROSA                                                                           ,Vehicle,10,0,PROSA,"0 PROSA, Irvine, CA",33.716125399999996,-117.7552437,0
1103254,2011-03-07,3,2011,600 Blk SAN MARINO                                                                      ,Vehicle,10,600,SAN MARINO,"600 SAN MARINO, Irvine, CA",33.6798964,-117.81758190000001,0
1103246,2011-03-07,3,2011,0 Blk LEMON GROVE                                                                     ,Vehicle,10,0,LEMON GROVE,"0 LEMON GROVE, Irvine, CA",33.670986799999994,-117.77277,0
1103257,2011-03-07,3,2011,0 Blk PUERTO                                                                          ,Vehicle,10,0,PUERTO,"0 PUERTO, Irvine, CA",33.7208794,-117.7495343,0
1103242,2011-03-07,3,2011,0 Blk CANYONCREST                                                                     ,Vehicle,10,0,CANYONCREST,"0 CANYONCREST, Irvine, CA",33.622715500000005,-117.821481,0
1103269,2011-03-08,3,2011,0 Blk RINCON                                                                          ,Vehicle,10,0,RINCON,"0 RINCON, Irvine, CA",33.720720899999996,-117.749577,0
1103272,2011-03-08,3,2011,0 Blk KELSEY LN                                                                       ,Vehicle,10,0,KELSEY LN,"0 KELSEY LN, Irvine, CA",33.6615106,-117.77986840000001,0
1103315,2011-03-09,3,2011,0 Blk HOLLY ST                                                                        ,Vehicle,10,0,HOLLY ST,"0 HOLLY ST, Irvine, CA",33.658283700000005,-117.8110662,0
1103415,2011-03-11,3,2011,0 Blk PACIFIC GROVE                                                                   ,Vehicle,10,0,PACIFIC GROVE,"0 PACIFIC GROVE, Irvine, CA",33.728609399999996,-117.76700829999999,0
1103445,2011-03-11,3,2011,1700 Blk WYCLIFFE                                                                        ,Garage,10,1700,WYCLIFFE,"1700 WYCLIFFE, Irvine, CA",33.720789399999994,-117.784269,2
1103538,2011-03-13,3,2011,1500 Blk WYCLIFFE                                                                        ,Garage,10,1500,WYCLIFFE,"1500 WYCLIFFE, Irvine, CA",33.720789399999994,-117.784269,2
1103704,2011-03-16,3,2011,700 Blk WYCLIFFE                                                                        ,Garage,11,700,WYCLIFFE,"700 WYCLIFFE, Irvine, CA",33.7187535,-117.78565159999998,2
1103800,2011-03-18,3,2011,100 Blk FAIRLAKE                                                                        ,Garage,11,100,FAIRLAKE,"100 FAIRLAKE, Irvine, CA",33.670821200000006,-117.8028871,2
1103805,2011-03-18,3,2011,0 Blk RHODE ISLAND                                                                    ,Garage,11,0,RHODE ISLAND,"0 RHODE ISLAND, Irvine, CA",33.712885799999995,-117.79519509999999,2
1103880,2011-03-19,3,2011,0 Blk NEW DAWN                                                                        ,Garage,11,0,NEW DAWN,"0 NEW DAWN, Irvine, CA",33.723061799999996,-117.7517485,2
1103873,2011-03-19,3,2011,100 Blk W YALE LOOP                                                                     ,Garage,11,100,W YALE LOOP,"100 W YALE LOOP, Irvine, CA",33.6886583,-117.7985747,2
1104009,2011-03-22,3,2011,0 Blk SOUTHBROOK                                                                      ,Vehicle,12,0,SOUTHBROOK,"0 SOUTHBROOK, Irvine, CA",33.674803499999996,-117.785328,0
1104006,2011-03-22,3,2011,1200 Blk WYCLIFFE                                                                        ,Garage,12,1200,WYCLIFFE,"1200 WYCLIFFE, Irvine, CA",33.718363700000005,-117.7858883,2
1104008,2011-03-22,3,2011,0 Blk WATERMAN                                                                        ,Vehicle,12,0,WATERMAN,"0 WATERMAN, Irvine, CA",33.7313268,-117.7777,0
1103980,2011-03-22,3,2011,100 Blk PACIFICA                                                                        ,Vehicle,12,100,PACIFICA,"100 PACIFICA, Irvine, CA",33.659633500000005,-117.7550669,0
1104052,2011-03-23,3,2011,0 Blk WESTPORT                                                                        ,Vehicle,12,0,WESTPORT,"0 WESTPORT, Irvine, CA",33.7104726,-117.76269609999999,0
1104088,2011-03-24,3,2011,4900 Blk SEAFORD CIR                                                                     ,Vehicle,12,4900,SEAFORD CIR,"4900 SEAFORD CIR, Irvine, CA",33.695955299999994,-117.7759078,0
1104133,2011-03-25,3,2011,200 Blk STONECLIFFE AISLE                                                               ,Garage,12,200,STONECLIFFE AISLE,"200 STONECLIFFE AISLE, Irvine, CA",33.64302850000001,-117.80457290000001,2
1104186,2011-03-26,3,2011,4100 Blk SALACIA DR                                                                      ,Garage,12,4100,SALACIA DR,"4100 SALACIA DR, Irvine, CA",33.713839899999996,-117.77619080000001,2
1104224,2011-03-27,3,2011,0 Blk HAWKRIDGE                                                                       ,Garage,12,0,HAWKRIDGE,"0 HAWKRIDGE, Irvine, CA",33.677370200000006,-117.7877789,2
1104227,2011-03-27,3,2011,0 Blk GREENMOOR                                                                       ,Garage,12,0,GREENMOOR,"0 GREENMOOR, Irvine, CA",33.6669022,-117.7990527,2
1104273,2011-03-28,3,2011,2500 Blk MAIN ST                                                                         ,Vehicle,13,2500,MAIN ST,"2500 MAIN ST, Irvine, CA",33.682097,-117.8444219,0
1104278,2011-03-28,3,2011,7100 Blk ESPERANZA                                                                       ,Garage,13,7100,ESPERANZA,"7100 ESPERANZA, Irvine, CA",33.6966446,-117.73767579999999,2
1104247,2011-03-28,3,2011,100 Blk MONTICELLO                                                                      ,Vehicle,13,100,MONTICELLO,"100 MONTICELLO, Irvine, CA",33.71264229999999,-117.76667959999999,0
1104271,2011-03-28,3,2011,0 Blk TIARA                                                                           ,Vehicle,13,0,TIARA,"0 TIARA, Irvine, CA",33.6789725,-117.8244632,0
1105706,2011-03-29,4,2011,ARROWHEAD / PORTOLA PKWY                                                        ,Vehicle,13,0,ARROWHEAD / PORTOLA PKWY,"0 ARROWHEAD / PORTOLA PKWY, Irvine, CA",33.7027475,-117.7234615,0
1104347,2011-03-30,3,2011,1200 Blk QUAIL RDG                                                                       ,Garage,13,1200,QUAIL RDG,"1200 QUAIL RDG, Irvine, CA",33.649065500000006,-117.77025079999999,2
1104413,2011-03-31,3,2011,0 Blk BAYVIEW                                                                         ,Garage,13,0,BAYVIEW,"0 BAYVIEW, Irvine, CA",33.6745959,-117.8052229,2
1104482,2011-04-01,4,2011,0 Blk BIRCHWOOD                                                                       ,Vehicle,13,0,BIRCHWOOD,"0 BIRCHWOOD, Irvine, CA",33.663926399999994,-117.7854736,0
1104506,2011-04-01,4,2011,800 Blk WYCLIFFE                                                                        ,Garage,13,800,WYCLIFFE,"800 WYCLIFFE, Irvine, CA",33.7187535,-117.78565159999998,2
1104636,2011-04-04,4,2011,3900 Blk PARKVIEW LN                                                                     ,Vehicle,14,3900,PARKVIEW LN,"3900 PARKVIEW LN, Irvine, CA",33.667206,-117.8270902,0
1104697,2011-04-05,4,2011,200 Blk E YALE LOOP                                                                     ,Vehicle,14,200,E YALE LOOP,"200 E YALE LOOP, Irvine, CA",33.675158700000004,-117.7876262,0
1104677,2011-04-05,4,2011,0 Blk CASCADE                                                                         ,Vehicle,14,0,CASCADE,"0 CASCADE, Irvine, CA",33.7401398,-117.78987690000001,0
1104674,2011-04-05,4,2011,800 Blk MONTE VISTA                                                                     ,Vehicle,14,800,MONTE VISTA,"800 MONTE VISTA, Irvine, CA",33.7268561,-117.7733338,0
1104716,2011-04-06,4,2011,800 Blk MONTE VISTA                                                                     ,Garage,14,800,MONTE VISTA,"800 MONTE VISTA, Irvine, CA",33.7268561,-117.7733338,2
1104757,2011-04-06,4,2011,0 Blk FORTUNE                                                                         ,Vehicle,14,0,FORTUNE,"0 FORTUNE, Irvine, CA",33.6267235,-117.7088687,0
1104746,2011-04-06,4,2011,3100 Blk BARRANCA PKWY                                                                   ,Vehicle,14,3100,BARRANCA PKWY,"3100 BARRANCA PKWY, Irvine, CA",33.690520899999996,-117.82343929999999,0
1104782,2011-04-07,4,2011,0 Blk CASCADE                                                                         ,Vehicle,14,0,CASCADE,"0 CASCADE, Irvine, CA",33.7401398,-117.78987690000001,0
1104812,2011-04-07,4,2011,0 Blk HOPKINS ST                                                                      ,Garage,14,0,HOPKINS ST,"0 HOPKINS ST, Irvine, CA",33.6656936,-117.8257112,2
1104934,2011-04-08,4,2011,16200 Blk CONSTRUCTION CIR E                                                              ,Vehicle,14,16200,CONSTRUCTION CIR E,"16200 CONSTRUCTION CIR E, Irvine, CA",33.6952481,-117.82005520000001,0
1104882,2011-04-09,4,2011,17800 Blk SKY PARK BLVD                                                                   ,Vehicle,14,17800,SKY PARK BLVD,"17800 SKY PARK BLVD, Irvine, CA",33.6902516,-117.85552,0
1104886,2011-04-09,4,2011,0 Blk ELKSFORD AVE                                                                    ,Vehicle,14,0,ELKSFORD AVE,"0 ELKSFORD AVE, Irvine, CA",33.6919417,-117.77471729999999,0
1104941,2011-04-10,4,2011,100 Blk DURANZO AISLE                                                                   ,Garage,14,100,DURANZO AISLE,"100 DURANZO AISLE, Irvine, CA",33.6854446,-117.8228314,2
1105007,2011-04-11,4,2011,7300 Blk APRICOT                                                                         ,Vehicle,15,7300,APRICOT,"7300 APRICOT, Irvine, CA",33.670078000000004,-117.7747223,0
1105019,2011-04-11,4,2011,4500 Blk BARRANCA PKWY                                                                   ,Vehicle,15,4500,BARRANCA PKWY,"4500 BARRANCA PKWY, Irvine, CA",33.679244399999995,-117.8010551,0
1105071,2011-04-12,4,2011,0 Blk TECHNOLOGY DR W                                                                 ,Vehicle,15,0,TECHNOLOGY DR W,"0 TECHNOLOGY DR W, Irvine, CA",33.658596100000004,-117.7421737,0
1105102,2011-04-13,4,2011,0 Blk CORRIENTE                                                                       ,Vehicle,15,0,CORRIENTE,"0 CORRIENTE, Irvine, CA",33.6766321,-117.8243426,0
1105106,2011-04-13,4,2011,14400 Blk CULVER DR                                                                       ,Vehicle,15,14400,CULVER DR,"14400 CULVER DR, Irvine, CA",33.7062732,-117.7856659,0
1105114,2011-04-13,4,2011,0 Blk SNOWAPPLE                                                                       ,Vehicle,15,0,SNOWAPPLE,"0 SNOWAPPLE, Irvine, CA",33.6698916,-117.81494009999999,0
1105117,2011-04-13,4,2011,0 Blk NIGHTHAWK                                                                       ,Vehicle,15,0,NIGHTHAWK,"0 NIGHTHAWK, Irvine, CA",33.687526500000004,-117.7966072,0
1105156,2011-04-14,4,2011,0 Blk FALLBROOK                                                                       ,Vehicle,15,0,FALLBROOK,"0 FALLBROOK, Irvine, CA",33.67947720000001,-117.78170800000001,0
