DR,Date,Month,Year,Block,Type,Week_Num,Number,Street,Address,Lat,Lon,Type_Num
1215594,2012-11-11,11,2012,500 Blk SAINT VINCENT                                                                   ,Garage,45,500,SAINT VINCENT,"500 SAINT VINCENT, Irvine, CA",33.6647203,-117.790779,2
1215627,2012-11-12,11,2012,0 Blk KENT                                                                            ,Vehicle,46,0,KENT,"0 KENT, Irvine, CA",33.648581799999995,-117.8051665,0
1215614,2012-11-12,11,2012,400 Blk WALD                                                                            ,Vehicle,46,400,WALD,"400 WALD, Irvine, CA",33.632955100000004,-117.73642849999999,0
1215704,2012-11-13,11,2012,0 Blk NIDDEN                                                                          ,Vehicle,46,0,NIDDEN,"0 NIDDEN, Irvine, CA",33.645336,-117.8042118,0
1215707,2012-11-13,11,2012,0 Blk NIDDEN                                                                          ,Vehicle,46,0,NIDDEN,"0 NIDDEN, Irvine, CA",33.645336,-117.8042118,0
1215706,2012-11-13,11,2012,14600 Blk COMET ST                                                                        ,Vehicle,46,14600,COMET ST,"14600 COMET ST, Irvine, CA",33.694385100000005,-117.77555009999999,0
1215720,2012-11-14,11,2012,6100 Blk SIERRA BRAVO RD                                                                 ,Garage,46,6100,SIERRA BRAVO RD,"6100 SIERRA BRAVO RD, Irvine, CA",33.63214749999999,-117.81208070000001,2
1215734,2012-11-14,11,2012,7500 Blk IRVINE CENTER DR                                                                ,Vehicle,46,7500,IRVINE CENTER DR,"7500 IRVINE CENTER DR, Irvine, CA",33.6598989,-117.7508415,0
1215779,2012-11-15,11,2012,3300 Blk MICHELSON DR                                                                    ,Vehicle,46,3300,MICHELSON DR,"3300 MICHELSON DR, Irvine, CA",33.6704846,-117.83848290000002,0
1215777,2012-11-15,11,2012,19200 Blk SIERRA CADIZ RD                                                                 ,Vehicle,46,19200,SIERRA CADIZ RD,"19200 SIERRA CADIZ RD, Irvine, CA",33.63184129999999,-117.8110168,0
1215875,2012-11-16,11,2012,0 Blk DIAMANTE,Package,46,0,DIAMANTE,"0 DIAMANTE, Irvine, CA",33.7164931,-117.7537678,1
1215829,2012-11-16,11,2012,4200 Blk MANZANITA ST                                                                    ,Vehicle,46,4200,MANZANITA ST,"4200 MANZANITA ST, Irvine, CA",33.69883,-117.78861370000001,0
1215812,2012-11-16,11,2012,0 Blk HATHAWAY                                                                        ,Garage,46,0,HATHAWAY,"0 HATHAWAY, Irvine, CA",33.702163899999995,-117.75773889999999,2
1215869,2012-11-17,11,2012,0 Blk FORTUNE                                                                         ,Vehicle,46,0,FORTUNE,"0 FORTUNE, Irvine, CA",33.6267235,-117.7088687,0
1215946,2012-11-19,11,2012,0 Blk SPRING GROVE                                                                    ,Vehicle,47,0,SPRING GROVE,"0 SPRING GROVE, Irvine, CA",33.7269299,-117.76364840000002,0
1215945,2012-11-19,11,2012,0 Blk SPRING GROVE                                                                    ,Vehicle,47,0,SPRING GROVE,"0 SPRING GROVE, Irvine, CA",33.7269299,-117.76364840000002,0
1215987,2012-11-20,11,2012,0 Blk IMPERIALE AISLE                                                                 ,Garage,47,0,IMPERIALE AISLE,"0 IMPERIALE AISLE, Irvine, CA",33.6873521,-117.81904240000001,2
1216023,2012-11-20,11,2012,300 Blk FALLINGSTAR                                                                     ,Vehicle,47,300,FALLINGSTAR,"300 FALLINGSTAR, Irvine, CA",33.667889200000005,-117.79631459999999,0
1216043,2012-11-21,11,2012,0 Blk GRAMERCY                                                                        ,Vehicle,47,0,GRAMERCY,"0 GRAMERCY, Irvine, CA",33.676069399999996,-117.8476015,0
1216072,2012-11-21,11,2012,2500 Blk MAIN ST                                                                         ,Vehicle,47,2500,MAIN ST,"2500 MAIN ST, Irvine, CA",33.682097,-117.8444219,0
1216074,2012-11-21,11,2012,500 Blk CARDIFF                                                                         ,Garage,47,500,CARDIFF,"500 CARDIFF, Irvine, CA",33.6872975,-117.8075069,2
1216065,2012-11-21,11,2012,4300 Blk BROOKSIDE ST                                                                    ,Garage,47,4300,BROOKSIDE ST,"4300 BROOKSIDE ST, Irvine, CA",33.7008034,-117.78465359999998,2
1216044,2012-11-21,11,2012,0 Blk DIAMANTE                                                                        ,Vehicle,47,0,DIAMANTE,"0 DIAMANTE, Irvine, CA",33.7164931,-117.7537678,0
1216040,2012-11-21,11,2012,5400 Blk TRABUCO RD                                                                      ,Vehicle,47,5400,TRABUCO RD,"5400 TRABUCO RD, Irvine, CA",33.6980848,-117.76532820000001,0
1216085,2012-11-22,11,2012,0 Blk SWEET RAIN                                                                      ,Vehicle,47,0,SWEET RAIN,"0 SWEET RAIN, Irvine, CA",33.6770027,-117.80909170000001,0
1216109,2012-11-23,11,2012,0 Blk SEVENOAKS                                                                       ,Garage,47,0,SEVENOAKS,"0 SEVENOAKS, Irvine, CA",33.6473648,-117.8069195,2
1216110,2012-11-23,11,2012,800 Blk QUAIL MEADOW                                                                    ,Garage,47,800,QUAIL MEADOW,"800 QUAIL MEADOW, Irvine, CA",33.6512763,-117.77155559999999,2
1216106,2012-11-23,11,2012,0 Blk FRINGE TREE                                                                     ,Vehicle,47,0,FRINGE TREE,"0 FRINGE TREE, Irvine, CA",33.693270899999995,-117.8164361,0
1216149,2012-11-24,11,2012,0 Blk KENTWORTH                                                                       ,Vehicle,47,0,KENTWORTH,"0 KENTWORTH, Irvine, CA",33.7429972,-117.76801299999998,0
1216142,2012-11-24,11,2012,0 Blk STOWE,Package,47,0,STOWE,"0 STOWE, Irvine, CA",33.7041409,-117.74975649999999,1
1216163,2012-11-24,11,2012,3000 Blk SPECTRUM                                                                        ,Vehicle,47,3000,SPECTRUM,"3000 SPECTRUM, Irvine, CA",33.653385899999996,-117.75148200000001,0
1216278,2012-11-27,11,2012,3200 Blk SPECTRUM,Package,48,3200,SPECTRUM,"3200 SPECTRUM, Irvine, CA",33.653385,-117.7515947,1
1216284,2012-11-27,11,2012,13600 Blk JAMBOREE RD                                                                     ,Vehicle,48,13600,JAMBOREE RD,"13600 JAMBOREE RD, Irvine, CA",33.72563529999999,-117.7895111,0
1216380,2012-11-29,11,2012,1000 Blk WYCLIFFE                                                                        ,Garage,48,1000,WYCLIFFE,"1000 WYCLIFFE, Irvine, CA",33.718363700000005,-117.7858883,2
1216378,2012-11-29,11,2012,300 Blk STONECLIFFE AISLE                                                               ,Garage,48,300,STONECLIFFE AISLE,"300 STONECLIFFE AISLE, Irvine, CA",33.643896500000004,-117.8028784,2
1216369,2012-11-29,11,2012,500 Blk LAS PALMAS                                                                      ,Garage,48,500,LAS PALMAS,"500 LAS PALMAS, Irvine, CA",33.7250472,-117.784231,2
1216422,2012-11-30,11,2012,1300 Blk SPECTRUM                                                                        ,Vehicle,48,1300,SPECTRUM,"1300 SPECTRUM, Irvine, CA",33.653412599999996,-117.74947730000001,0
1216389,2012-11-30,11,2012,6600 Blk ALTON PKWY                                                                      ,Vehicle,48,6600,ALTON PKWY,"6600 ALTON PKWY, Irvine, CA",33.65907670000001,-117.77370060000001,0
1216523,2012-12-02,12,2012,2600 Blk ANACAPA                                                                         ,Garage,48,2600,ANACAPA,"2600 ANACAPA, Irvine, CA",33.7259906,-117.7829,2
1216562,2012-12-03,12,2012,14300 Blk YALE AVE                                                                        ,Vehicle,49,14300,YALE AVE,"14300 YALE AVE, Irvine, CA",33.69896729999999,-117.77737590000001,0
1216564,2012-12-03,12,2012,8400 Blk SPECTRUM                                                                        ,Vehicle,49,8400,SPECTRUM,"8400 SPECTRUM, Irvine, CA",33.6529099,-117.7534483,0
1216585,2012-12-03,12,2012,18000 Blk CULVER DR                                                                       ,Vehicle,49,18000,CULVER DR,"18000 CULVER DR, Irvine, CA",33.663667499999995,-117.82740659999999,0
1216550,2012-12-03,12,2012,6200 Blk SPECTRUM                                                                        ,Vehicle,49,6200,SPECTRUM,"6200 SPECTRUM, Irvine, CA",33.6532831,-117.7527282,0
1216628,2012-12-04,12,2012,13300 Blk SPECTRUM                                                                        ,Vehicle,49,13300,SPECTRUM,"13300 SPECTRUM, Irvine, CA",33.6539766,-117.7546402,0
1216654,2012-12-04,12,2012,15300 Blk CULVER DR                                                                       ,Vehicle,49,15300,CULVER DR,"15300 CULVER DR, Irvine, CA",33.6955956,-117.7966683,0
1216612,2012-12-04,12,2012,13700 Blk JAMBOREE RD                                                                     ,Vehicle,49,13700,JAMBOREE RD,"13700 JAMBOREE RD, Irvine, CA",33.7253605,-117.78966470000002,0
1216640,2012-12-04,12,2012,0 Blk HAVENWOOD                                                                       ,Vehicle,49,0,HAVENWOOD,"0 HAVENWOOD, Irvine, CA",33.6754462,-117.8113019,0
1216638,2012-12-04,12,2012,0 Blk FORTUNE                                                                         ,Vehicle,49,0,FORTUNE,"0 FORTUNE, Irvine, CA",33.6267235,-117.7088687,0
1216651,2012-12-04,12,2012,0 Blk SWEET RAIN                                                                      ,Vehicle,49,0,SWEET RAIN,"0 SWEET RAIN, Irvine, CA",33.6770027,-117.80909170000001,0
1216641,2012-12-04,12,2012,0 Blk WAYFARER                                                                        ,Vehicle,49,0,WAYFARER,"0 WAYFARER, Irvine, CA",33.6771003,-117.80752140000001,0
1216683,2012-12-05,12,2012,100 Blk W YALE LOOP                                                                     ,Vehicle,49,100,W YALE LOOP,"100 W YALE LOOP, Irvine, CA",33.6886583,-117.7985747,0
1216666,2012-12-05,12,2012,17800 Blk SKY PARK BLVD                                                                   ,Vehicle,49,17800,SKY PARK BLVD,"17800 SKY PARK BLVD, Irvine, CA",33.6902516,-117.85552,0
1216687,2012-12-05,12,2012,3100 Blk TREVINO DR                                                                      ,Vehicle,49,3100,TREVINO DR,"3100 TREVINO DR, Irvine, CA",33.7365226,-117.7787412,0
1216767,2012-12-07,12,2012,100 Blk ROCKWOOD                                                                        ,Vehicle,49,100,ROCKWOOD,"100 ROCKWOOD, Irvine, CA",33.669358,-117.8184534,0
1216764,2012-12-07,12,2012,3800 Blk CLAREMONT ST                                                                    ,Vehicle,49,3800,CLAREMONT ST,"3800 CLAREMONT ST, Irvine, CA",33.6713715,-117.825252,0
1216765,2012-12-07,12,2012,13800 Blk ALTON PKWY                                                                      ,Vehicle,49,13800,ALTON PKWY,"13800 ALTON PKWY, Irvine, CA",33.662731799999996,-117.7080541,0
1216824,2012-12-08,12,2012,0 Blk GREENBOUGH                                                                      ,Vehicle,49,0,GREENBOUGH,"0 GREENBOUGH, Irvine, CA",33.670994799999995,-117.8112169,0
1216882,2012-12-09,12,2012,600 Blk TURTLE CREST DR                                                                 ,Garage,49,600,TURTLE CREST DR,"600 TURTLE CREST DR, Irvine, CA",33.6323621,-117.8359534,2
1216867,2012-12-09,12,2012,600 Blk TURTLE CREST DR                                                                 ,Vehicle,49,600,TURTLE CREST DR,"600 TURTLE CREST DR, Irvine, CA",33.6323621,-117.8359534,0
1216864,2012-12-09,12,2012,200 Blk BRIARWOOD                                                                       ,Vehicle,49,200,BRIARWOOD,"200 BRIARWOOD, Irvine, CA",33.677237899999994,-117.7822037,0
1216878,2012-12-09,12,2012,5100 Blk BONITA CANYON DR                                                                ,Vehicle,49,5100,BONITA CANYON DR,"5100 BONITA CANYON DR, Irvine, CA",33.6306627,-117.8424443,0
1216923,2012-12-10,12,2012,400 Blk QUAIL MEADOW                                                                    ,Garage,50,400,QUAIL MEADOW,"400 QUAIL MEADOW, Irvine, CA",33.651296200000004,-117.7715733,2
1216928,2012-12-10,12,2012,6400 Blk IRVINE BLVD                                                                     ,Vehicle,50,6400,IRVINE BLVD,"6400 IRVINE BLVD, Irvine, CA",33.6978371,-117.7406795,0
1217017,2012-12-12,12,2012,0 Blk VIA LUCCA                                                                       ,Vehicle,50,0,VIA LUCCA,"0 VIA LUCCA, Irvine, CA",33.667062,-117.849876,0
1217006,2012-12-12,12,2012,0 Blk MORRIS RD,Package,50,0,MORRIS RD,"0 MORRIS RD, Irvine, CA",33.7136816,-117.76734280000001,1
1217058,2012-12-13,12,2012,14200 Blk CULVER DR                                                                       ,Vehicle,50,14200,CULVER DR,"14200 CULVER DR, Irvine, CA",33.7073521,-117.7834726,0
1217106,2012-12-14,12,2012,0 Blk SUNRISE,Package,50,0,SUNRISE,"0 SUNRISE, Irvine, CA",33.6345527,-117.80214840000002,1
1217195,2012-12-16,12,2012,100 Blk BRIARWOOD                                                                       ,Vehicle,50,100,BRIARWOOD,"100 BRIARWOOD, Irvine, CA",33.678505,-117.78576299999999,0
1217171,2012-12-16,12,2012,200 Blk AMHERST AISLE                                                                   ,Garage,50,200,AMHERST AISLE,"200 AMHERST AISLE, Irvine, CA",33.6524476,-117.8342476,2
1217288,2012-12-18,12,2012,1000 Blk SIMPLICITY                                                                      ,Garage,51,1000,SIMPLICITY,"1000 SIMPLICITY, Irvine, CA",33.7016372,-117.7464531,2
1217270,2012-12-18,12,2012,0 Blk EASTMONT                                                                        ,Vehicle,51,0,EASTMONT,"0 EASTMONT, Irvine, CA",33.682171399999994,-117.78514399999999,0
1217326,2012-12-19,12,2012,1100 Blk PIEDMONT                                                                        ,Garage,51,1100,PIEDMONT,"1100 PIEDMONT, Irvine, CA",33.7000501,-117.7439527,2
1217317,2012-12-19,12,2012,100 Blk PATHWAY                                                                         ,Garage,51,100,PATHWAY,"100 PATHWAY, Irvine, CA",33.69352670000001,-117.71519909999999,2
1217383,2012-12-20,12,2012,3700 Blk PARKVIEW LN,Package,51,3700,PARKVIEW LN,"3700 PARKVIEW LN, Irvine, CA",33.6699953,-117.8296097,1
1217441,2012-12-21,12,2012,0 Blk ELIZABETH LN,Package,51,0,ELIZABETH LN,"0 ELIZABETH LN, Irvine, CA",33.7402226,-117.77339280000001,1
1217410,2012-12-21,12,2012,14900 Blk SAND CANYON AVE                                                                 ,Vehicle,51,14900,SAND CANYON AVE,"14900 SAND CANYON AVE, Irvine, CA",33.677029499999996,-117.758997,0
1217409,2012-12-21,12,2012,15300 Blk CULVER DR                                                                       ,Vehicle,51,15300,CULVER DR,"15300 CULVER DR, Irvine, CA",33.6955956,-117.7966683,0
1217457,2012-12-21,12,2012,3600 Blk PARKVIEW LN                                                                     ,Vehicle,51,3600,PARKVIEW LN,"3600 PARKVIEW LN, Irvine, CA",33.668252200000005,-117.8270608,0
1217453,2012-12-21,12,2012,2700 Blk GRAND CANAL                                                                     ,Garage,51,2700,GRAND CANAL,"2700 GRAND CANAL, Irvine, CA",33.6910672,-117.76000549999999,2
1217420,2012-12-21,12,2012,1700 Blk BARRANCA PKWY,Package,51,1700,BARRANCA PKWY,"1700 BARRANCA PKWY, Irvine, CA",33.7027775,-117.84020929999998,1
1217480,2012-12-22,12,2012,0 Blk STRAWBERRY FARMS RD                                                             ,Vehicle,51,0,STRAWBERRY FARMS RD,"0 STRAWBERRY FARMS RD, Irvine, CA",33.6492888,-117.7957319,0
1217525,2012-12-23,12,2012,0 Blk LAKEPINES                                                                       ,Vehicle,51,0,LAKEPINES,"0 LAKEPINES, Irvine, CA",33.7149521,-117.7584251,0
1217514,2012-12-23,12,2012,0 Blk MEDLAR                                                                          ,Vehicle,51,0,MEDLAR,"0 MEDLAR, Irvine, CA",33.663672999999996,-117.7810472,0
1217516,2012-12-23,12,2012,0 Blk EAGLE POINT                                                                     ,Vehicle,51,0,EAGLE POINT,"0 EAGLE POINT, Irvine, CA",33.6790809,-117.78112390000001,0
1217548,2012-12-24,12,2012,14700 Blk DAHLQUIST RD                                                                    ,Vehicle,52,14700,DAHLQUIST RD,"14700 DAHLQUIST RD, Irvine, CA",33.6907222,-117.774534,0
1217569,2012-12-25,12,2012,0 Blk LUCERO E                                                                        ,Garage,52,0,LUCERO E,"0 LUCERO E, Irvine, CA",33.71639860000001,-117.7560541,2
1217613,2012-12-27,12,2012,0 Blk RINALDI                                                                         ,Garage,52,0,RINALDI,"0 RINALDI, Irvine, CA",33.7000138,-117.7495697,2
1217646,2012-12-28,12,2012,0 Blk BENNINGTON                                                                      ,Vehicle,52,0,BENNINGTON,"0 BENNINGTON, Irvine, CA",33.70727730000001,-117.761743,0
1217663,2012-12-28,12,2012,300 Blk QUAIL RDG                                                                       ,Garage,52,300,QUAIL RDG,"300 QUAIL RDG, Irvine, CA",33.65229850000001,-117.77371370000002,2
1217644,2012-12-28,12,2012,0 Blk CARLYLE                                                                         ,Vehicle,52,0,CARLYLE,"0 CARLYLE, Irvine, CA",33.7056289,-117.7593855,0
1217652,2012-12-28,12,2012,100 Blk ORANGE BLOSSOM,Package,52,100,ORANGE BLOSSOM,"100 ORANGE BLOSSOM, Irvine, CA",33.6715487,-117.77430859999998,1
1217755,2012-12-30,12,2012,0 Blk FREMONT                                                                         ,Vehicle,52,0,FREMONT,"0 FREMONT, Irvine, CA",33.7058713,-117.7713991,0
1300012,2013-01-01,1,2013,0 Blk ALONDRA                                                                         ,Vehicle,1,0,ALONDRA,"0 ALONDRA, Irvine, CA",33.7187195,-117.76562290000001,0
1300011,2013-01-01,1,2013,0 Blk ENSUENO E                                                                       ,Vehicle,1,0,ENSUENO E,"0 ENSUENO E, Irvine, CA",33.718000599999996,-117.76149270000002,0
1300009,2013-01-01,1,2013,MONTICELLO / YALE AVE                                                           ,Vehicle,1,0,MONTICELLO / YALE AVE,"0 MONTICELLO / YALE AVE, Irvine, CA",33.7110411,-117.7647104,0
1300088,2013-01-02,1,2013,13700 Blk JAMBOREE RD                                                                     ,Vehicle,1,13700,JAMBOREE RD,"13700 JAMBOREE RD, Irvine, CA",33.7253605,-117.78966470000002,0
1300122,2013-01-03,1,2013,0 Blk DESERT WILLOW                                                                   ,Vehicle,1,0,DESERT WILLOW,"0 DESERT WILLOW, Irvine, CA",33.691919,-117.81576070000001,0
1300096,2013-01-03,1,2013,11300 Blk MIRASOL                                                                         ,Garage,1,11300,MIRASOL,"11300 MIRASOL, Irvine, CA",33.70281610000001,-117.74078670000002,2
1300133,2013-01-04,1,2013,0 Blk SILVER CRESCENT                                                                 ,Vehicle,1,0,SILVER CRESCENT,"0 SILVER CRESCENT, Irvine, CA",33.6331544,-117.8086804,0
1300168,2013-01-04,1,2013,100 Blk TOWNGATE,Package,1,100,TOWNGATE,"100 TOWNGATE, Irvine, CA",33.694559000000005,-117.745713,1
1300132,2013-01-04,1,2013,800 Blk PICCOLO                                                                         ,Garage,1,800,PICCOLO,"800 PICCOLO, Irvine, CA",33.6892367,-117.7612277,2
1300141,2013-01-04,1,2013,2700 Blk KELVIN AVE                                                                      ,Vehicle,1,2700,KELVIN AVE,"2700 KELVIN AVE, Irvine, CA",33.684140500000005,-117.839156,0
1300257,2013-01-07,1,2013,16200 Blk ESPERANZA                                                                       ,Vehicle,2,16200,ESPERANZA,"16200 ESPERANZA, Irvine, CA",33.6961466,-117.73972820000002,0
1300292,2013-01-07,1,2013,4300 Blk ESPERANZA                                                                       ,Vehicle,2,4300,ESPERANZA,"4300 ESPERANZA, Irvine, CA",33.6961023,-117.73754,0
1300331,2013-01-08,1,2013,1600 Blk LANGLEY AVE,Package,2,1600,LANGLEY AVE,"1600 LANGLEY AVE, Irvine, CA",33.697127200000004,-117.84899440000001,1
1300317,2013-01-08,1,2013,1400 Blk PIEDMONT                                                                        ,Vehicle,2,1400,PIEDMONT,"1400 PIEDMONT, Irvine, CA",33.7000459,-117.7441167,0
1300381,2013-01-09,1,2013,100 Blk ESTANCIA,Package,2,100,ESTANCIA,"100 ESTANCIA, Irvine, CA",33.7258042,-117.7751213,1
1300359,2013-01-09,1,2013,3900 Blk PARKVIEW LN                                                                     ,Vehicle,2,3900,PARKVIEW LN,"3900 PARKVIEW LN, Irvine, CA",33.667206,-117.8270902,0
1300410,2013-01-10,1,2013,200 Blk STONECLIFFE AISLE                                                               ,Vehicle,2,200,STONECLIFFE AISLE,"200 STONECLIFFE AISLE, Irvine, CA",33.64302850000001,-117.80457290000001,0
1300414,2013-01-10,1,2013,2000 Blk PENDIO                                                                          ,Vehicle,2,2000,PENDIO,"2000 PENDIO, Irvine, CA",33.6861501,-117.7629102,0
1300387,2013-01-10,1,2013,300 Blk STONECLIFFE AISLE                                                               ,Vehicle,2,300,STONECLIFFE AISLE,"300 STONECLIFFE AISLE, Irvine, CA",33.643896500000004,-117.8028784,0
1300417,2013-01-10,1,2013,100 Blk DUET                                                                            ,Vehicle,2,100,DUET,"100 DUET, Irvine, CA",33.650540899999996,-117.772997,0
1300443,2013-01-11,1,2013,4000 Blk PLEASANT ST,Package,2,4000,PLEASANT ST,"4000 PLEASANT ST, Irvine, CA",33.70015000000001,-117.7912487,1
1300506,2013-01-12,1,2013,0 Blk FIGTREE,Package,2,0,FIGTREE,"0 FIGTREE, Irvine, CA",33.6494166,-117.77911429999999,1
1300519,2013-01-12,1,2013,0 Blk LINCOLN                                                                         ,Garage,2,0,LINCOLN,"0 LINCOLN, Irvine, CA",33.635068,-117.722893,2
1300538,2013-01-13,1,2013,700 Blk OAKGLEN                                                                         ,Garage,2,700,OAKGLEN,"700 OAKGLEN, Irvine, CA",33.6625492,-117.77638190000002,2
1300545,2013-01-13,1,2013,200 Blk GROVELAND                                                                       ,Garage,2,200,GROVELAND,"200 GROVELAND, Irvine, CA",33.6998469,-117.7471024,2
1300587,2013-01-14,1,2013,0 Blk LEE                                                                             ,Vehicle,3,0,LEE,"0 LEE, Irvine, CA",33.709637799999996,-117.7694783,0
1300620,2013-01-15,1,2013,0 Blk DESERT WILLOW                                                                   ,Vehicle,3,0,DESERT WILLOW,"0 DESERT WILLOW, Irvine, CA",33.691919,-117.81576070000001,0
1300681,2013-01-16,1,2013,6000 Blk IRVINE CENTER DR                                                                ,Vehicle,3,6000,IRVINE CENTER DR,"6000 IRVINE CENTER DR, Irvine, CA",33.675523,-117.77394,0
1300650,2013-01-16,1,2013,0 Blk PINESTONE                                                                       ,Vehicle,3,0,PINESTONE,"0 PINESTONE, Irvine, CA",33.6839607,-117.8066838,0
1300666,2013-01-16,1,2013,18000 Blk VON KARMAN AVE                                                                  ,Vehicle,3,18000,VON KARMAN AVE,"18000 VON KARMAN AVE, Irvine, CA",33.6782691,-117.84955020000001,0
1300725,2013-01-17,1,2013,200 Blk QUAIL MEADOW                                                                    ,Garage,3,200,QUAIL MEADOW,"200 QUAIL MEADOW, Irvine, CA",33.654330200000004,-117.7751679,2
1300747,2013-01-18,1,2013,1500 Blk PIEDMONT                                                                        ,Garage,3,1500,PIEDMONT,"1500 PIEDMONT, Irvine, CA",33.7000815,-117.74416310000001,2
1300792,2013-01-19,1,2013,0 Blk TALISMAN                                                                        ,Garage,3,0,TALISMAN,"0 TALISMAN, Irvine, CA",33.69586320000001,-117.7460544,2
1300810,2013-01-19,1,2013,3400 Blk MICHELSON DR                                                                    ,Vehicle,3,3400,MICHELSON DR,"3400 MICHELSON DR, Irvine, CA",33.670182200000006,-117.834878,0
1300823,2013-01-19,1,2013,0 Blk ENTRADA E                                                                       ,Garage,3,0,ENTRADA E,"0 ENTRADA E, Irvine, CA",33.7186325,-117.75435,2
1300804,2013-01-19,1,2013,0 Blk SILVERADO                                                                       ,Vehicle,3,0,SILVERADO,"0 SILVERADO, Irvine, CA",33.695884299999996,-117.71716229999998,0
1300789,2013-01-19,1,2013,100 Blk KEEPSAKE                                                                        ,Vehicle,3,100,KEEPSAKE,"100 KEEPSAKE, Irvine, CA",33.697667100000004,-117.7174872,0
1300824,2013-01-19,1,2013,0 Blk VIOLA                                                                           ,Vehicle,3,0,VIOLA,"0 VIOLA, Irvine, CA",33.722514700000005,-117.7481737,0
1300848,2013-01-20,1,2013,0 Blk PEACH BLOSSOM                                                                   ,Vehicle,3,0,PEACH BLOSSOM,"0 PEACH BLOSSOM, Irvine, CA",33.7009396,-117.7337865,0
1300852,2013-01-20,1,2013,14900 Blk LAURELGROVE CIR                                                                 ,Vehicle,3,14900,LAURELGROVE CIR,"14900 LAURELGROVE CIR, Irvine, CA",33.6949695,-117.78437240000001,0
1300841,2013-01-20,1,2013,200 Blk DURANZO AISLE                                                                   ,Garage,3,200,DURANZO AISLE,"200 DURANZO AISLE, Irvine, CA",33.685187,-117.82110359999999,2
1300849,2013-01-20,1,2013,5100 Blk YEARLING AVE                                                                    ,Vehicle,3,5100,YEARLING AVE,"5100 YEARLING AVE, Irvine, CA",33.6891915,-117.7780922,0
1300846,2013-01-20,1,2013,14800 Blk GROVEVIEW LN                                                                    ,Vehicle,3,14800,GROVEVIEW LN,"14800 GROVEVIEW LN, Irvine, CA",33.6972796,-117.7847157,0
1300909,2013-01-22,1,2013,400 Blk SONOMA AISLE                                                                    ,Garage,4,400,SONOMA AISLE,"400 SONOMA AISLE, Irvine, CA",33.6666708,-117.7885163,2
1301037,2013-01-24,1,2013,SIERRA BRAVO RD / SIERRA NOCHE RD                                               ,Vehicle,4,0,SIERRA BRAVO RD / SIERRA NOCHE RD,"0 SIERRA BRAVO RD / SIERRA NOCHE RD, Irvine, CA",33.6325509,-117.81551540000001,0
1301027,2013-01-24,1,2013,2700 Blk KELVIN AVE                                                                      ,Vehicle,4,2700,KELVIN AVE,"2700 KELVIN AVE, Irvine, CA",33.684140500000005,-117.839156,0
1301107,2013-01-26,1,2013,500 Blk MONTE VISTA                                                                     ,Garage,4,500,MONTE VISTA,"500 MONTE VISTA, Irvine, CA",33.7278963,-117.7748213,2
1301159,2013-01-27,1,2013,0 Blk SORENSON LN                                                                     ,Vehicle,4,0,SORENSON LN,"0 SORENSON LN, Irvine, CA",33.7327484,-117.77827099999999,0
1301195,2013-01-28,1,2013,0 Blk TECHNOLOGY DR W                                                                 ,Vehicle,5,0,TECHNOLOGY DR W,"0 TECHNOLOGY DR W, Irvine, CA",33.658596100000004,-117.7421737,0
1301348,2013-01-31,1,2013,4500 Blk SANDBURG WAY                                                                    ,Vehicle,5,4500,SANDBURG WAY,"4500 SANDBURG WAY, Irvine, CA",33.659873299999994,-117.8214871,0
1301334,2013-01-31,1,2013,14000 Blk JAMBOREE RD                                                                     ,Vehicle,5,14000,JAMBOREE RD,"14000 JAMBOREE RD, Irvine, CA",33.718014700000005,-117.7955133,0
1301379,2013-02-01,2,2013,5000 Blk YEARLING AVE                                                                    ,Vehicle,5,5000,YEARLING AVE,"5000 YEARLING AVE, Irvine, CA",33.6901177,-117.77942220000001,0
1301430,2013-02-02,2,2013,200 Blk RHYTHM                                                                          ,Garage,5,200,RHYTHM,"200 RHYTHM, Irvine, CA",33.650115899999996,-117.7699553,2
1301487,2013-02-03,2,2013,0 Blk AVIGNON                                                                         ,Garage,5,0,AVIGNON,"0 AVIGNON, Irvine, CA",33.6911532,-117.8022469,2
1301489,2013-02-03,2,2013,0 Blk CIPRIANI AISLE                                                                  ,Garage,5,0,CIPRIANI AISLE,"0 CIPRIANI AISLE, Irvine, CA",33.6926951,-117.8039216,2
1301547,2013-02-04,2,2013,600 Blk QUAIL MEADOW                                                                    ,Garage,6,600,QUAIL MEADOW,"600 QUAIL MEADOW, Irvine, CA",33.6512862,-117.7715644,2
1301654,2013-02-06,2,2013,5000 Blk PASEO DE VEGA                                                                   ,Vehicle,6,5000,PASEO DE VEGA,"5000 PASEO DE VEGA, Irvine, CA",33.649579100000004,-117.8200081,0
1301666,2013-02-06,2,2013,5000 Blk PASEO DE VEGA                                                                   ,Garage,6,5000,PASEO DE VEGA,"5000 PASEO DE VEGA, Irvine, CA",33.649579100000004,-117.8200081,2
1301673,2013-02-07,2,2013,10300 Blk SPECTRUM                                                                        ,Vehicle,6,10300,SPECTRUM,"10300 SPECTRUM, Irvine, CA",33.6540047,-117.7548872,0
1301727,2013-02-09,2,2013,3700 Blk PARKVIEW LN                                                                     ,Vehicle,6,3700,PARKVIEW LN,"3700 PARKVIEW LN, Irvine, CA",33.6699953,-117.8296097,0
1301732,2013-02-09,2,2013,13200 Blk JAMBOREE,Package,6,13200,JAMBOREE,"13200 JAMBOREE, Irvine, CA",33.729572,-117.78658200000001,1
